Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
6100 BLOCK OF SE 21ST AVE,21-904584,Property,Sellwood-Moreland,3/8/2021,2000,Larceny Offenses,Theft From Motor Vehicle,45.478330108,-122.644367126,3/9/2021,1
6100 BLOCK OF SE 23RD AVE,21-59375,Property,Sellwood-Moreland,3/5/2021,1112,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.478730214,-122.642334699,3/5/2021,1
6100 BLOCK OF SE 40TH AVE,21-19814,Property,Woodstock,1/22/2021,0608,Motor Vehicle Theft,Motor Vehicle Theft,45.478095282,-122.621711012,1/22/2021,1
6100 BLOCK OF SE 77TH AVE,21-902895,Property,Mt Scott-Arleta,2/11/2021,0535,Vandalism,Vandalism,45.478586495,-122.584106176,2/11/2021,1
6100 BLOCK OF SE 84TH AVE,21-43335,Property,Lents,2/16/2021,1040,Larceny Offenses,All Other Larceny,45.478516077,-122.576939377,2/17/2021,1
6100 BLOCK OF SE 85TH AVE,21-10991,Property,Lents,1/12/2021,1330,Larceny Offenses,All Other Larceny,45.478448445,-122.575369127,1/12/2021,1
6100 BLOCK OF SE 92ND AVE,21-83891,Property,Lents,3/29/2021,1938,Burglary,Burglary,45.478270140,-122.568678140,3/29/2021,1
6100 BLOCK OF SE 128TH AVE,21-14327,Property,Pleasant Valley,1/15/2021,1900,Vandalism,Vandalism,45.477812404,-122.532088505,1/16/2021,1
6100 BLOCK OF SE BELMONT ST,21-902518,Property,Mt Tabor,2/5/2021,2200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.516798733,-122.600717052,2/6/2021,1
6100 BLOCK OF SE DUKE ST,21-6212,Property,Brentwood-Darlington,1/7/2021,0400,Motor Vehicle Theft,Motor Vehicle Theft,45.475777724,-122.600627932,1/7/2021,1
6100 BLOCK OF SE DUKE ST,21-902964,Property,Brentwood-Darlington,2/16/2021,1845,Fraud Offenses,Credit Card/ATM Fraud,45.475777724,-122.600627932,2/16/2021,1
6100 BLOCK OF SE FOSTER RD,21-4031,Property,Foster-Powell,12/27/2020,1730,Vandalism,Vandalism,45.491161649,-122.600007007,1/5/2021,1
6100 BLOCK OF SE FOSTER RD,21-10305,Property,Mt Scott-Arleta,1/12/2021,0658,Larceny Offenses,All Other Larceny,45.491094349,-122.600086437,1/12/2021,1
6100 BLOCK OF SE LEXINGTON ST,21-904389,Property,Brentwood-Darlington,3/6/2021,0200,Larceny Offenses,Theft From Motor Vehicle,45.466497631,-122.600238153,3/6/2021,1
6100 BLOCK OF SE POWELL BLVD,21-24700,Property,South Tabor,1/27/2021,1504,Burglary,Burglary,45.497506609,-122.599913867,1/27/2021,1
6100 BLOCK OF SE POWELL BLVD,21-900579,Property,South Tabor,11/1/2020,0000,Burglary,Burglary,45.497506609,-122.599913867,1/9/2021,1
6100 BLOCK OF SE POWELL BLVD,21-901262,Property,South Tabor,1/16/2021,1430,Burglary,Burglary,45.497506609,-122.599913867,1/18/2021,1
6100 BLOCK OF SE POWELL BLVD,21-901273,Property,South Tabor,1/9/2021,0000,Burglary,Burglary,45.497506609,-122.599913867,1/19/2021,1
6100 BLOCK OF SE POWELL BLVD,21-902913,Property,South Tabor,2/1/2021,0000,Burglary,Burglary,45.497506609,-122.599913867,2/11/2021,1
6100 BLOCK OF SE TAYLOR CT,21-31659,Property,Mt Tabor,1/28/2021,1200,Burglary,Burglary,45.514686974,-122.600822348,2/4/2021,1
6100 BLOCK OF SE WOODSTOCK BLVD,21-905658,Property,Mt Scott-Arleta,3/3/2021,0315,Larceny Offenses,Theft From Motor Vehicle,45.479115373,-122.600252115,3/23/2021,1
6100 BLOCK OF SE YAMHILL ST,21-900873,Property,Mt Tabor,1/13/2021,0835,Vandalism,Vandalism,45.515797138,-122.600726830,1/13/2021,1
6100 BLOCK OF SW BEAVERTON HILLSDALE HWY,21-904871,Property,Bridlemile,1/18/2021,1725,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.487118274,-122.740495821,3/12/2021,1
6100 BLOCK OF SW BOUNDARY ST,21-902113,Property,Hayhurst,1/26/2021,0000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.485807158,-122.740475322,1/30/2021,1
6100 BLOCK OF SW BOUNDARY ST,21-905297,Property,Hayhurst,3/3/2021,0240,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.485894966,-122.740474884,3/17/2021,1
6100 BLOCK OF SW BRUGGER ST,21-903463,Property,Ashcreek,2/2/2021,0825,Fraud Offenses,Identity Theft,45.456143041,-122.740257398,2/22/2021,1
6100 BLOCK OF SW CAPITOL HWY,21-6232,Property,Hillsdale,12/31/2020,1730,Burglary,Burglary,45.480087997,-122.689620861,1/7/2021,1
6100 BLOCK OF SW EVELYN ST,21-19052,Property,Ashcreek,1/21/2021,0621,Fraud Offenses,Identity Theft,45.454161125,-122.740444390,1/21/2021,1
6100 BLOCK OF SW EVELYN ST,21-19052,Property,Ashcreek,1/21/2021,0621,Fraud Offenses,Wire Fraud,45.454161125,-122.740444390,1/21/2021,1
6100 BLOCK OF SW TAYLOR ST,21-54012,Property,Sylvan-Highlands,2/27/2021,0000,Burglary,Burglary,45.515047574,-122.739615238,2/28/2021,1
6200 BLOCK OF E BURNSIDE ST,21-45711,Property,Mt Tabor,2/19/2021,1928,Larceny Offenses,Theft From Building,45.522826342,-122.599070517,2/19/2021,1
6200 BLOCK OF N ASTOR ST,21-77474,Property,St Johns,3/22/2021,1130,Motor Vehicle Theft,Motor Vehicle Theft,45.596116825,-122.729388535,3/23/2021,1
6200 BLOCK OF N BURRAGE AVE,21-906105,Property,Arbor Lodge,3/30/2021,2100,Larceny Offenses,Theft From Motor Vehicle,45.567878392,-122.694614649,3/30/2021,1
6200 BLOCK OF N CECELIA ST,21-902017,Property,St Johns,1/26/2021,2300,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.593054733,-122.729397113,1/28/2021,1
6200 BLOCK OF N CECELIA ST,21-902927,Property,St Johns,2/10/2021,1404,Larceny Offenses,Theft From Motor Vehicle,45.593054733,-122.729397113,2/11/2021,1
6200 BLOCK OF N ENSIGN ST,21-69895,Property,Overlook,3/14/2021,0300,Larceny Offenses,All Other Larceny,45.568631850,-122.715132378,3/15/2021,1
6200 BLOCK OF N KERBY AVE,21-79805,Property,Piedmont,3/25/2021,1729,Motor Vehicle Theft,Motor Vehicle Theft,45.568174127,-122.672247196,3/25/2021,1
6200 BLOCK OF N LOMBARD ST,21-63918,Property,Portsmouth,3/9/2021,2110,Vandalism,Vandalism,45.584984715,-122.730717112,3/9/2021,1
6200 BLOCK OF N MICHIGAN AVE,21-900261,Property,Piedmont,1/4/2021,2355,Larceny Offenses,Theft From Motor Vehicle,45.568098070,-122.676849730,1/5/2021,1
6200 BLOCK OF N MICHIGAN AVE,21-900432,Property,Piedmont,1/7/2021,1030,Larceny Offenses,Theft From Motor Vehicle,45.568098447,-122.676974744,1/7/2021,1
6200 BLOCK OF N MONTANA AVE,21-73678,Property,Arbor Lodge,3/19/2021,1220,Motor Vehicle Theft,Motor Vehicle Theft,45.568086342,-122.680075830,3/19/2021,1
6200 BLOCK OF N YALE ST,21-67622,Property,University Park,3/13/2021,0200,Larceny Offenses,Theft From Motor Vehicle,45.579816597,-122.734342825,3/13/2021,1
6200 BLOCK OF NE 6TH AVE,21-900912,Property,Woodlawn,1/15/2021,0445,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.567819703,-122.659308009,1/15/2021,1
6200 BLOCK OF NE 26TH AVE,21-41962,Property,Concordia,2/14/2021,1000,Larceny Offenses,All Other Larceny,45.567960916,-122.639274636,2/15/2021,1
6200 BLOCK OF NE 30TH AVE,21-903260,Property,Concordia,2/11/2021,1930,Vandalism,Vandalism,45.567971457,-122.634868869,2/15/2021,1
6200 BLOCK OF NE 36TH AVE,21-60413,Property,Concordia,3/6/2021,0230,Motor Vehicle Theft,Motor Vehicle Theft,45.567953069,-122.626532422,3/6/2021,1
6200 BLOCK OF NE 78TH CT,21-79113,Property,Cully,3/19/2021,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.568897849,-122.581642680,3/24/2021,1
6200 BLOCK OF NE 78TH CT,21-900435,Property,Cully,1/3/2021,1600,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.568897849,-122.581642680,1/7/2021,1
6200 BLOCK OF NE 78TH CT,21-901864,Property,Cully,1/17/2021,0345,Larceny Offenses,Theft From Motor Vehicle,45.568897849,-122.581642680,1/27/2021,1
6200 BLOCK OF NE 78TH CT,21-905338,Property,Cully,3/9/2021,1155,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.568897849,-122.581642680,3/19/2021,1
6200 BLOCK OF NE 78TH CT,21-905405,Property,Cully,3/10/2021,2100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.568897849,-122.581642680,3/20/2021,1
6200 BLOCK OF NE 78TH CT,21-905796,Property,Cully,2/20/2021,1800,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.568897849,-122.581642680,3/25/2021,1
6200 BLOCK OF NE 82ND AVE,21-9733,Property,,1/10/2021,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.565010076,-122.577707411,1/11/2021,1
6200 BLOCK OF NE 82ND AVE,21-43210,Property,,2/17/2021,0145,Motor Vehicle Theft,Motor Vehicle Theft,45.565010076,-122.577707411,2/17/2021,1
6200 BLOCK OF NE 82ND AVE,21-60214,Property,,3/6/2021,0530,Motor Vehicle Theft,Motor Vehicle Theft,45.565010076,-122.577707411,3/6/2021,1
6200 BLOCK OF NE 82ND AVE,21-78434,Property,,3/23/2021,2030,Larceny Offenses,Theft From Motor Vehicle,45.565010076,-122.577707411,3/24/2021,1
6200 BLOCK OF NE 82ND AVE,21-85378,Property,,3/30/2021,2230,Motor Vehicle Theft,Motor Vehicle Theft,45.565010076,-122.577707411,3/31/2021,1
6200 BLOCK OF NE 82ND AVE,21-85526,Society,,3/31/2021,1207,Weapon Law Violations,Weapons Law Violations,45.565010076,-122.577707411,3/31/2021,1
6200 BLOCK OF NE 82ND AVE,21-900132,Property,,1/3/2021,1545,Larceny Offenses,Theft From Motor Vehicle,45.565010076,-122.577707411,1/3/2021,1
6200 BLOCK OF NE COLUMBIA BLVD,21-10372,Property,Cully,1/11/2021,0830,Motor Vehicle Theft,Motor Vehicle Theft,45.568549315,-122.598856032,1/12/2021,1
6200 BLOCK OF NE COLUMBIA BLVD,21-38661,Property,Cully,2/10/2021,1000,Motor Vehicle Theft,Motor Vehicle Theft,45.568549315,-122.598856032,2/11/2021,1
6200 BLOCK OF NE HASSALO ST,21-42884,Property,Rose City Park,2/16/2021,1901,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.531032060,-122.599842352,2/16/2021,1
6200 BLOCK OF NE PACIFIC ST,21-7568,Property,North Tabor,1/9/2021,0152,Vandalism,Vandalism,45.529128836,-122.599045914,1/9/2021,1
6200 BLOCK OF NE PORTLAND HWY,21-34686,Property,Cully,2/7/2021,0100,Motor Vehicle Theft,Motor Vehicle Theft,45.566682630,-122.599365068,2/7/2021,1
6200 BLOCK OF NE SANDY BLVD,21-24183,Property,Rose City Park,1/26/2021,2352,Larceny Offenses,Shoplifting,45.544402959,-122.598865039,1/26/2021,1
6200 BLOCK OF NE SANDY BLVD,21-24554,Property,Rose City Park,1/26/2021,1150,Larceny Offenses,Shoplifting,45.544402959,-122.598865039,1/27/2021,1
6200 BLOCK OF NE SANDY BLVD,21-37843,Property,Rose City Park,2/9/2021,2310,Larceny Offenses,Shoplifting,45.544402959,-122.598865039,2/10/2021,1
6200 BLOCK OF NE WASCO ST,21-14539,Property,Rose City Park,1/14/2021,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.532260436,-122.599583302,1/16/2021,1
6200 BLOCK OF NE WILLOW ST,21-31860,Property,North Tabor,2/4/2021,1202,Vandalism,Vandalism,45.530000636,-122.599382622,2/4/2021,1
6200 BLOCK OF NW SALTZMAN RD,21-900248,Property,Linnton,1/5/2021,0630,Larceny Offenses,Theft From Motor Vehicle,45.565020081,-122.750654015,1/5/2021,1
6200 BLOCK OF SE 29TH AVE,21-900442,Property,Eastmoreland,4/22/2020,1310,Fraud Offenses,Identity Theft,45.476916840,-122.633483721,1/7/2021,1
6200 BLOCK OF SE 48TH AVE,21-901829,Property,Woodstock,1/17/2021,2100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.477360266,-122.613365035,1/26/2021,1
6200 BLOCK OF SE 83RD AVE,21-903913,Property,Lents,2/24/2021,1255,Fraud Offenses,Identity Theft,45.477927721,-122.578068346,2/28/2021,1
6200 BLOCK OF SE 85TH AVE,21-85275,Property,Lents,3/31/2021,0537,Vandalism,Vandalism,45.477836248,-122.575389667,3/31/2021,1
6200 BLOCK OF SE 92ND AVE,21-29983,Property,Lents,2/2/2021,0100,Burglary,Burglary,45.477698857,-122.568559846,2/2/2021,1
6200 BLOCK OF SE 97TH AVE,21-3357,Property,Lents,1/4/2021,1720,Fraud Offenses,Hacking/Computer Invasion,45.477523370,-122.563522628,1/4/2021,1
6200 BLOCK OF SE 97TH AVE,21-3357,Property,Lents,1/4/2021,1720,Fraud Offenses,Identity Theft,45.477523370,-122.563522628,1/4/2021,1
6200 BLOCK OF SE 97TH AVE,21-3357,Property,Lents,1/4/2021,1720,Larceny Offenses,Theft From Building,45.477523370,-122.563522628,1/4/2021,1
6200 BLOCK OF SE 97TH AVE,21-44465,Person,Lents,2/18/2021,1146,Assault Offenses,Aggravated Assault,45.477520128,-122.563397714,2/18/2021,4
6200 BLOCK OF SE 111TH AVE,21-76620,Property,Lents,3/22/2021,1220,Burglary,Burglary,45.476768160,-122.549163422,3/22/2021,1
6200 BLOCK OF SE 111TH AVE,21-905536,Property,Lents,3/21/2021,1500,Larceny Offenses,All Other Larceny,45.476768160,-122.549163422,3/22/2021,1
6200 BLOCK OF SE 141ST AVE,21-26081,Property,Pleasant Valley,1/29/2021,0115,Motor Vehicle Theft,Motor Vehicle Theft,45.477836752,-122.518108450,1/29/2021,1
6200 BLOCK OF SE 142ND AVE,21-71521,Property,Pleasant Valley,1/14/2021,0840,Counterfeiting/Forgery,Counterfeiting/Forgery,45.477873814,-122.516779923,3/17/2021,1
6200 BLOCK OF SE DUKE ST,21-902921,Property,Brentwood-Darlington,2/8/2021,0730,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.475782844,-122.598697725,2/11/2021,1
6200 BLOCK OF SE DUNBAR DR,21-18686,Person,Pleasant Valley,1/20/2021,2307,Assault Offenses,Simple Assault,45.476967725,-122.488349764,1/20/2021,2
6200 BLOCK OF SE FOSTER RD,21-800150,Property,Mt Scott-Arleta,1/7/2021,0228,Arson,Arson,45.490200835,-122.598235644,1/7/2021,1
6200 BLOCK OF SE MILWAUKIE AVE,21-900837,Property,Sellwood-Moreland,1/13/2021,0700,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.477610358,-122.649257834,1/13/2021,1
6200 BLOCK OF SE PLATT AVE,21-28911,Property,Pleasant Valley,2/1/2021,0100,Motor Vehicle Theft,Motor Vehicle Theft,45.477267551,-122.488621539,2/1/2021,1
6200 BLOCK OF SE PLATT AVE,21-56316,Property,Pleasant Valley,2/23/2021,2315,Larceny Offenses,Theft From Motor Vehicle,45.477267551,-122.488621539,3/2/2021,1
6200 BLOCK OF SE STEPHENS ST,21-906080,Property,Mt Tabor,3/29/2021,0320,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.509474242,-122.599314512,3/29/2021,1
6200 BLOCK OF SE WOODWARD ST,21-903427,Property,South Tabor,2/20/2021,1323,Larceny Offenses,All Other Larceny,45.501405877,-122.598981195,2/21/2021,1
6200 BLOCK OF SW BEAVERTON HILLSDALE HWY,21-46411,Property,Bridlemile,2/19/2021,2300,Vandalism,Vandalism,45.487124692,-122.741432254,2/20/2021,1
6200 BLOCK OF SW BEAVERTON HILLSDALE HWY,21-59701,Property,Bridlemile,3/5/2021,1634,Larceny Offenses,All Other Larceny,45.487124692,-122.741432254,3/5/2021,1
6200 BLOCK OF SW BEAVERTON HILLSDALE HWY,21-902818,Property,Bridlemile,2/4/2021,1000,Vandalism,Vandalism,45.487124692,-122.741432254,2/10/2021,1
6200 BLOCK OF SW BURLINGAME AVE,21-900029,Property,Hillsdale,12/13/2020,1250,Burglary,Burglary,45.478446623,-122.690517033,1/1/2021,1
6300 BLOCK OF N MARYLAND AVE,21-904462,Property,Arbor Lodge,3/7/2021,2005,Vandalism,Vandalism,45.568784518,-122.681165170,3/7/2021,1
6300 BLOCK OF N MICHIGAN AVE,21-79415,Property,Piedmont,3/24/2021,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.568787264,-122.676966020,3/25/2021,1
6300 BLOCK OF N PRINCETON ST,21-903613,Property,University Park,2/21/2021,2100,Larceny Offenses,Theft From Motor Vehicle,45.581505375,-122.733987373,2/23/2021,1
6300 BLOCK OF N WILBUR AVE,21-901142,Property,Arbor Lodge,1/17/2021,0630,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.568608148,-122.693467086,1/17/2021,1
6300 BLOCK OF NE 32ND PL,21-900679,Property,Concordia,1/6/2021,1700,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.568670651,-122.631785832,1/11/2021,1
6300 BLOCK OF NE 36TH AVE,21-900694,Property,Concordia,1/9/2021,1900,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.568688778,-122.626657655,1/11/2021,1
6300 BLOCK OF NE 42ND AVE,21-14190,Person,Cully,1/16/2021,0100,Assault Offenses,Simple Assault,45.568916869,-122.620248283,1/16/2021,1
6300 BLOCK OF NE 42ND AVE,21-73512,Property,Cully,3/19/2021,0220,Motor Vehicle Theft,Motor Vehicle Theft,45.568916869,-122.620248283,3/19/2021,1
6300 BLOCK OF NE 45TH AVE,21-904558,Property,Cully,3/6/2021,1300,Larceny Offenses,All Other Larceny,45.569206765,-122.616723975,3/8/2021,1
6300 BLOCK OF NE DAVIS ST,21-904489,Property,North Tabor,3/8/2021,0745,Larceny Offenses,Theft From Motor Vehicle,45.524109486,-122.598216337,3/8/2021,1
6300 BLOCK OF NE GOING ST,21-23888,Property,Cully,1/26/2021,1601,Vandalism,Vandalism,45.556856459,-122.597790866,1/26/2021,1
6300 BLOCK OF NE HALSEY ST,21-680453,Property,Rose City Park,3/17/2021,0600,Fraud Offenses,Credit Card/ATM Fraud,45.533641928,-122.598150967,3/31/2021,1
6300 BLOCK OF NE HALSEY ST,21-680453,Property,Rose City Park,3/17/2021,0600,Fraud Offenses,Hacking/Computer Invasion,45.533641928,-122.598150967,3/31/2021,1
6300 BLOCK OF NE OREGON ST,21-902839,Property,North Tabor,2/10/2021,1445,Larceny Offenses,All Other Larceny,45.528334162,-122.598391989,2/10/2021,1
6300 BLOCK OF NE PORTLAND HWY,21-18028,Property,Cully,1/20/2021,0400,Burglary,Burglary,45.566234990,-122.598336848,1/20/2021,1
6300 BLOCK OF NE SIMPSON ST,21-900858,Property,Cully,1/13/2021,0250,Burglary,Burglary,45.565069619,-122.597700047,1/13/2021,1
6300 BLOCK OF NE SIMPSON ST,21-900874,Property,Cully,1/13/2021,0255,Burglary,Burglary,45.565069619,-122.597700047,1/13/2021,1
6300 BLOCK OF NE SIMPSON ST,21-901092,Property,Cully,1/15/2021,2100,Burglary,Burglary,45.565069619,-122.597700047,1/16/2021,1
6300 BLOCK OF NE SIMPSON ST,21-903979,Property,Cully,2/28/2021,2315,Vandalism,Vandalism,45.565069619,-122.597700047,3/1/2021,1
6300 BLOCK OF NE TILLAMOOK ST,21-901334,Property,Rose City Park,1/18/2021,0007,Larceny Offenses,All Other Larceny,45.537278295,-122.598090177,1/20/2021,1
6300 BLOCK OF NE WYGANT ST,21-54613,Property,Cully,2/28/2021,1500,Motor Vehicle Theft,Motor Vehicle Theft,45.558228709,-122.597915802,2/28/2021,1
6300 BLOCK OF SE 21ST AVE,21-42333,Property,Sellwood-Moreland,2/16/2021,0757,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.477327746,-122.644122602,2/16/2021,1
6300 BLOCK OF SE 62ND AVE,21-68112,Society,Mt Scott-Arleta,3/13/2021,2253,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.476990749,-122.599709504,3/14/2021,1
6300 BLOCK OF SE 67TH AVE,21-901883,Property,Mt Scott-Arleta,3/6/2020,1845,Fraud Offenses,Identity Theft,45.477054373,-122.594423625,1/27/2021,1
6300 BLOCK OF SE 72ND AVE,21-79466,Property,Mt Scott-Arleta,3/24/2021,0708,Vandalism,Vandalism,45.477120897,-122.589266545,3/25/2021,1
6300 BLOCK OF SE 77TH AVE,21-16252,Property,Mt Scott-Arleta,1/18/2021,1108,Larceny Offenses,All Other Larceny,45.477214253,-122.584129945,1/18/2021,1
6300 BLOCK OF SE 77TH AVE,21-16252,Property,Mt Scott-Arleta,1/18/2021,1108,Vandalism,Vandalism,45.477214253,-122.584129945,1/18/2021,1
6300 BLOCK OF SE 82ND AVE,21-67338,Property,Mt Scott-Arleta,3/13/2021,0255,Motor Vehicle Theft,Motor Vehicle Theft,45.477209159,-122.579114531,3/13/2021,1
6300 BLOCK OF SE 82ND AVE,21-83487,Person,Lents,3/29/2021,1225,Assault Offenses,Intimidation,45.477205933,-122.578989617,3/29/2021,1
6300 BLOCK OF SE 82ND AVE,21-85772,Property,Lents,3/30/2021,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.477205933,-122.578989617,3/31/2021,1
6300 BLOCK OF SE 84TH AVE,21-51900,Property,Lents,2/26/2021,0330,Motor Vehicle Theft,Motor Vehicle Theft,45.477171325,-122.576960424,2/26/2021,1
6300 BLOCK OF SE 88TH AVE,21-34047,Property,Lents,2/5/2021,2130,Larceny Offenses,Theft From Motor Vehicle,45.477040912,-122.572638528,2/6/2021,1
6300 BLOCK OF SE 88TH AVE,21-906136,Property,Lents,3/20/2021,2000,Larceny Offenses,Theft From Motor Vehicle,45.477037679,-122.572513615,3/31/2021,1
6300 BLOCK OF SE 90TH AVE,21-902745,Property,Lents,2/6/2021,1600,Larceny Offenses,All Other Larceny,45.477004645,-122.570695085,2/9/2021,1
6300 BLOCK OF SE 96TH AVE,21-29856,Property,Lents,2/1/2021,1800,Vandalism,Vandalism,45.476822942,-122.564635940,2/2/2021,1
6300 BLOCK OF SE 97TH AVE,21-67508,Property,Lents,3/12/2021,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.477161100,-122.563528972,3/13/2021,1
6300 BLOCK OF SE DUNBAR DR,21-7879,Property,Pleasant Valley,1/6/2021,1220,Counterfeiting/Forgery,Counterfeiting/Forgery,45.477405418,-122.490006881,1/9/2021,1
6300 BLOCK OF SE PLATT AVE,21-16289,Property,Pleasant Valley,1/18/2021,0700,Motor Vehicle Theft,Motor Vehicle Theft,45.476854260,-122.489039946,1/18/2021,1
6300 BLOCK OF SE POWELL BLVD,21-800008,Property,Foster-Powell,1/4/2021,0600,Arson,Arson,45.497415968,-122.597967681,1/4/2021,1
6300 BLOCK OF SE SCOTT DR,21-901738,Property,Mt Tabor,1/25/2021,0935,Larceny Offenses,Theft From Motor Vehicle,45.518524680,-122.598603184,1/25/2021,1
6300 BLOCK OF SE STEPHENS ST,21-25414,Property,Mt Tabor,1/1/2021,0800,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.509473288,-122.598315539,1/28/2021,1
6300 BLOCK OF SE TOLMAN ST,21-50535,Property,Mt Scott-Arleta,2/24/2021,1745,Burglary,Burglary,45.477328678,-122.598033336,2/24/2021,1
6300 BLOCK OF SE TOLMAN ST,21-50535,Property,Mt Scott-Arleta,2/24/2021,1745,Vandalism,Vandalism,45.477328678,-122.598033336,2/24/2021,1
6300 BLOCK OF SE YAMHILL ST,21-903721,Property,Mt Tabor,2/24/2021,1650,Vandalism,Vandalism,45.514827831,-122.598969982,2/25/2021,1
6300 BLOCK OF SW BEAVERTON HILLSDALE HWY,21-22623,Property,Bridlemile,1/25/2021,1020,Vandalism,Vandalism,45.487127907,-122.742532394,1/25/2021,1
6300 BLOCK OF SW BEAVERTON HILLSDALE HWY,21-57230,Property,Bridlemile,3/3/2021,0525,Motor Vehicle Theft,Motor Vehicle Theft,45.487125389,-122.742099311,3/3/2021,1
6300 BLOCK OF SW BURLINGAME AVE,21-905915,Property,Hillsdale,3/26/2021,1300,Larceny Offenses,Theft From Motor Vehicle,45.478248390,-122.688106945,3/28/2021,1
6300 BLOCK OF SW CANYON CT,21-1214,Property,Sylvan-Highlands,1/2/2021,1042,Burglary,Burglary,45.508764209,-122.742157547,1/2/2021,1
6300 BLOCK OF SW CANYON CT,21-47158,Property,Sylvan-Highlands,2/20/2021,2130,Larceny Offenses,Theft From Motor Vehicle,45.508764209,-122.742157547,2/21/2021,1
6300 BLOCK OF SW CANYON CT,21-60479,Property,Sylvan-Highlands,3/6/2021,1220,Vandalism,Vandalism,45.508764209,-122.742157547,3/6/2021,1
6300 BLOCK OF SW CANYON CT,21-64196,Property,Sylvan-Highlands,2/9/2021,1700,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.508764209,-122.742157547,3/10/2021,1
